PRODUCT_NUMBER,YEAR,MONTH,EXPECTED_VOLUME
54,2024,12,719
55,2023,1,514
55,2023,2,310
55,2023,3,585
55,2023,4,1217
55,2023,5,886
55,2023,6,1175
55,2023,7,738
55,2023,8,634
55,2023,9,784
55,2023,10,2335
55,2023,11,359
55,2023,12,390
55,2024,1,65
55,2024,2,303
55,2024,3,1432
55,2024,4,1653
55,2024,5,824
55,2024,6,917
55,2024,7,980
55,2024,8,533
55,2024,9,598
55,2024,10,2911
55,2024,11,609
55,2024,12,830
56,2023,1,150
56,2023,2,127
56,2023,3,354
56,2023,4,502
56,2023,5,530
56,2023,6,620
56,2023,7,426
56,2023,8,188
56,2023,9,289
56,2023,10,824
56,2023,11,171
56,2023,12,562
56,2024,1,317
56,2024,2,82
56,2024,3,456
56,2024,4,667
56,2024,5,447
56,2024,6,479
56,2024,7,515
56,2024,8,385
56,2024,9,440
56,2024,10,1074
56,2024,11,35
56,2024,12,355
57,2023,1,149
57,2023,2,116
57,2023,3,277
57,2023,4,436
57,2023,5,356
57,2023,6,341
57,2023,7,348
57,2023,8,217
57,2023,9,502
57,2023,10,726
57,2023,11,110
57,2023,12,120
57,2024,1,100
57,2024,2,91
57,2024,3,494
57,2024,4,830
57,2024,5,202
57,2024,6,597
57,2024,7,323
57,2024,8,248
57,2024,9,253
57,2024,10,765
57,2024,11,86
57,2024,12,182
58,2023,1,138
58,2023,2,252
58,2023,3,384
58,2023,4,577
58,2023,5,293
58,2023,6,456
58,2023,7,297
58,2023,8,248
58,2023,9,434
58,2023,10,1305
58,2023,11,365
58,2023,12,422
58,2024,1,167
58,2024,2,96
58,2024,3,525
58,2024,4,468
58,2024,5,596
58,2024,6,658
58,2024,7,562
58,2024,8,554
58,2024,9,489
58,2024,10,844
58,2024,11,404
58,2024,12,257
59,2023,1,166
59,2023,2,136
59,2023,3,329
59,2023,4,397
59,2023,5,123
59,2023,6,389
59,2023,7,295
59,2023,8,220
59,2023,9,226
59,2023,10,818
59,2023,11,111
59,2023,12,106
59,2024,1,85
59,2024,2,91
59,2024,3,416
59,2024,4,568
59,2024,5,337
59,2024,6,348
59,2024,7,264
59,2024,8,251
59,2024,9,185
59,2024,10,863
59,2024,11,171
59,2024,12,151
60,2023,1,477
60,2023,2,108
60,2023,3,748
60,2023,4,842
60,2023,5,520
60,2023,6,866
60,2023,7,972
60,2023,8,538
60,2023,9,729
60,2023,10,1155
60,2023,11,543
60,2023,12,426
60,2024,1,93
60,2024,2,522
60,2024,3,448
60,2024,4,1612
60,2024,5,592
60,2024,6,997
60,2024,7,861
60,2024,8,600
60,2024,9,490
60,2024,10,1342
60,2024,11,717
60,2024,12,486
61,2023,1,362
61,2023,2,329
61,2023,3,916
61,2023,4,1570
61,2023,5,1059
61,2023,6,1009
61,2023,7,1024
61,2023,8,721
61,2023,9,663
61,2023,10,1412
61,2023,11,510
61,2023,12,697
61,2024,1,632
61,2024,2,397
61,2024,3,1568
61,2024,4,1891
61,2024,5,306
61,2024,6,777
61,2024,7,1156
61,2024,8,761
61,2024,9,833
61,2024,10,3078
61,2024,11,446
61,2024,12,828
62,2023,1,218
62,2023,2,456
62,2023,3,834
62,2023,4,1475
62,2023,5,633
62,2023,6,1451
62,2023,7,1001
62,2023,8,539
62,2023,9,653
62,2023,10,2359
62,2023,11,566
62,2023,12,765
62,2024,1,945
62,2024,2,45
62,2024,3,1010
62,2024,4,1820
62,2024,5,802
62,2024,6,1731
62,2024,7,555
62,2024,8,392
62,2024,9,668
62,2024,10,2592
62,2024,11,642
62,2024,12,903
63,2022,1,166
63,2022,2,131
63,2022,3,118
63,2022,4,613
63,2022,5,343
63,2022,6,480
63,2022,7,754
63,2022,8,111
63,2022,9,518
63,2022,10,954
63,2022,11,101
63,2022,12,130
63,2023,1,313
63,2023,2,130
63,2023,3,442
63,2023,4,717
63,2023,5,338
63,2023,6,605
63,2023,7,716
63,2023,8,330
63,2023,9,493
63,2023,10,912
63,2023,11,159
63,2023,12,182
63,2024,1,293
63,2024,2,163
63,2024,3,362
63,2024,4,957
63,2024,5,253
63,2024,6,937
63,2024,7,641
63,2024,8,606
63,2024,9,902
63,2024,10,1045
63,2024,11,106
63,2024,12,286
64,2022,1,391
64,2022,2,183
64,2022,3,591
64,2022,4,646
64,2022,5,511
64,2022,6,653
64,2022,7,783
64,2022,8,798
64,2022,9,1226
64,2022,10,2189
64,2022,11,403
64,2022,12,632
64,2023,1,812
64,2023,2,337
64,2023,3,921
64,2023,4,1139
64,2023,5,1015
64,2023,6,1278
64,2023,7,1115
64,2023,8,1137
64,2023,9,1489
64,2023,10,2828
64,2023,11,848
64,2023,12,264
64,2024,1,246
64,2024,2,195
64,2024,3,1815
64,2024,4,2630
64,2024,5,430
64,2024,6,1383
64,2024,7,1917
64,2024,8,812
64,2024,9,1271
64,2024,10,3280
64,2024,11,450
64,2024,12,853
65,2022,1,227
65,2022,2,254
65,2022,3,286
65,2022,4,289
65,2022,5,352
65,2022,6,340
65,2022,7,598
65,2022,8,197
65,2022,9,641
65,2022,10,1555
65,2022,11,292
65,2022,12,261
65,2023,1,625
65,2023,2,211
65,2023,3,368
65,2023,4,1252
65,2023,5,168
65,2023,6,680
65,2023,7,570
65,2023,8,259
65,2023,9,1100
65,2023,10,1515
65,2023,11,418
65,2023,12,513
65,2024,1,382
65,2024,2,101
65,2024,3,860
65,2024,4,1350
65,2024,5,618
65,2024,6,806
65,2024,7,799
65,2024,8,520
65,2024,9,1011
65,2024,10,1679
65,2024,11,666
65,2024,12,400
66,2022,1,65
66,2022,2,81
66,2022,3,131
66,2022,4,43
66,2022,5,136
66,2022,6,87
66,2022,7,181
66,2022,8,65
66,2022,9,126
66,2022,10,491
66,2022,11,91
66,2022,12,98
66,2023,1,148
66,2023,2,41
66,2023,3,128
66,2023,4,294
66,2023,5,164
66,2023,6,321
66,2023,7,153
66,2023,8,133
66,2023,9,365
66,2023,10,533
66,2023,11,173
66,2023,12,152
66,2024,1,128
66,2024,2,253
66,2024,3,404
66,2024,4,175
66,2024,5,272
66,2024,6,326
66,2024,7,155
66,2024,8,273
66,2024,9,185
66,2024,10,713
66,2024,11,109
66,2024,12,175
67,2022,1,124
67,2022,2,73
67,2022,3,230
67,2022,4,173
67,2022,5,374
67,2022,6,275
67,2022,7,226
67,2022,8,184
67,2022,9,252
67,2022,10,563
67,2022,11,189
67,2022,12,227
67,2023,1,367
67,2023,2,112
67,2023,3,368
67,2023,4,479
67,2023,5,366
67,2023,6,741
67,2023,7,566
67,2023,8,491
67,2023,9,754
67,2023,10,1689
67,2023,11,415
67,2023,12,254
67,2024,1,53
67,2024,2,206
67,2024,3,452
67,2024,4,779
67,2024,5,560
67,2024,6,725
67,2024,7,864
67,2024,8,1158
67,2024,9,867
67,2024,10,2858
67,2024,11,297
67,2024,12,692
68,2022,1,483
68,2022,2,293
68,2022,3,305
68,2022,4,610
68,2022,5,106
68,2022,6,817
68,2022,7,579
68,2022,8,378
68,2022,9,287
68,2022,10,625
68,2022,11,292
68,2022,12,353
68,2023,1,359
68,2023,2,184
68,2023,3,651
68,2023,4,834
68,2023,5,550
68,2023,6,1048
68,2023,7,842
68,2023,8,445
68,2023,9,621
68,2023,10,1246
68,2023,11,340
68,2023,12,604
68,2024,1,712
68,2024,2,447
68,2024,3,638
68,2024,4,1461
68,2024,5,619
68,2024,6,913
68,2024,7,938
68,2024,8,713
68,2024,9,647
68,2024,10,1807
68,2024,11,330
68,2024,12,499
69,2022,1,24
69,2022,2,60
69,2022,3,162
69,2022,4,112
69,2022,5,79
69,2022,6,123
69,2022,7,100
69,2022,8,78
69,2022,9,65
69,2022,10,383
69,2022,11,42
69,2022,12,38
69,2023,1,150
69,2023,2,163
69,2023,3,170
69,2023,4,252
69,2023,5,145
69,2023,6,186
69,2023,7,176
69,2023,8,173
69,2023,9,127
69,2023,10,308
69,2023,11,113
69,2023,12,39
69,2024,1,32
69,2024,2,75
69,2024,3,29
69,2024,4,182
69,2024,5,168
69,2024,6,177
69,2024,7,25
69,2024,8,58
69,2024,9,53
69,2024,10,202
69,2024,11,47
69,2024,12,131
70,2022,1,35
70,2022,2,143
70,2022,3,227
70,2022,4,118
70,2022,5,135
70,2022,6,234
70,2022,7,204
70,2022,8,127
70,2022,9,252
70,2022,10,559
70,2022,11,45
70,2022,12,103
70,2023,1,106
70,2023,2,18
70,2023,3,193
70,2023,4,345
70,2023,5,93
70,2023,6,409
70,2023,7,270
70,2023,8,206
70,2023,9,227
70,2023,10,648
70,2023,11,248
70,2023,12,209
70,2024,1,134
70,2024,2,227
70,2024,3,483
70,2024,4,359
70,2024,5,389
70,2024,6,262
70,2024,7,551
70,2024,8,212
70,2024,9,350
70,2024,10,876
70,2024,11,130
70,2024,12,103
71,2022,1,79
71,2022,2,99
71,2022,3,131
71,2022,4,208
71,2022,5,128
71,2022,6,151
71,2022,7,243
71,2022,8,199
71,2022,9,79
71,2022,10,365
71,2022,11,107
71,2022,12,112
71,2023,1,163
71,2023,2,105
71,2023,3,174
71,2023,4,533
71,2023,5,215
71,2023,6,301
71,2023,7,253
71,2023,8,250
71,2023,9,424
71,2023,10,337
71,2023,11,96
71,2023,12,88
71,2024,1,167
71,2024,2,357
71,2024,3,336
71,2024,4,395
71,2024,5,101
71,2024,6,226
71,2024,7,340
71,2024,8,151
71,2024,9,510
71,2024,10,669
71,2024,11,166
71,2024,12,79
72,2022,1,141
72,2022,2,126
72,2022,3,209
72,2022,4,238
72,2022,5,167
72,2022,6,102
72,2022,7,79
72,2022,8,81
72,2022,9,107
72,2022,10,191
72,2022,11,157
72,2022,12,171
72,2023,1,154
72,2023,2,46
72,2023,3,292
72,2023,4,387
72,2023,5,429
72,2023,6,348
72,2023,7,265
72,2023,8,116
72,2023,9,206
72,2023,10,606
72,2023,11,88
72,2023,12,73
72,2024,1,123
72,2024,2,89
72,2024,3,249
72,2024,4,549
72,2024,5,209
72,2024,6,498
72,2024,7,225
72,2024,8,393
72,2024,9,339
72,2024,10,854
72,2024,11,221
72,2024,12,295
73,2022,1,46
73,2022,2,70
73,2022,3,278
73,2022,4,272
73,2022,5,94
73,2022,6,613
73,2022,7,370
73,2022,8,204
73,2022,9,498
73,2022,10,1026
73,2022,11,220
73,2022,12,297
73,2023,1,215
73,2023,2,203
73,2023,3,472
73,2023,4,591
73,2023,5,283
73,2023,6,356
73,2023,7,431
73,2023,8,439
73,2023,9,375
73,2023,10,1334
73,2023,11,333
73,2023,12,241
73,2024,1,454
73,2024,2,347
73,2024,3,171
73,2024,4,385
73,2024,5,547
73,2024,6,597
73,2024,7,413
73,2024,8,436
73,2024,9,399
73,2024,10,2265
73,2024,11,321
73,2024,12,217
74,2022,1,516
74,2022,2,446
74,2022,3,645
74,2022,4,1044
74,2022,5,654
74,2022,6,1011
74,2022,7,1046
74,2022,8,417
74,2022,9,739
74,2022,10,2368
74,2022,11,500
74,2022,12,452
74,2023,1,461
74,2023,2,313
74,2023,3,1073
74,2023,4,1982
74,2023,5,788
74,2023,6,965
74,2023,7,1695
74,2023,8,786
74,2023,9,953
74,2023,10,3454
74,2023,11,615
74,2023,12,291
74,2024,1,391
74,2024,2,918
74,2024,3,910
74,2024,4,1968
74,2024,5,1164
74,2024,6,1756
74,2024,7,1135
74,2024,8,1088
74,2024,9,1305
74,2024,10,4280
74,2024,11,625
74,2024,12,701
75,2022,1,267
75,2022,2,302
75,2022,3,358
75,2022,4,572
75,2022,5,297
75,2022,6,273
75,2022,7,482
75,2022,8,185
75,2022,9,197
75,2022,10,988
75,2022,11,389
75,2022,12,195
75,2023,1,212
75,2023,2,265
75,2023,3,578
75,2023,4,1392
75,2023,5,715
75,2023,6,632
75,2023,7,663
75,2023,8,758
75,2023,9,1131
75,2023,10,1897
75,2023,11,575
75,2023,12,202
75,2024,1,1032
75,2024,2,754
75,2024,3,1108
75,2024,4,1414
75,2024,5,651
75,2024,6,1887
75,2024,7,469
75,2024,8,897
75,2024,9,753
75,2024,10,3079
75,2024,11,584
75,2024,12,545
76,2022,1,397
76,2022,2,173
76,2022,3,367
76,2022,4,529
76,2022,5,444
76,2022,6,403
76,2022,7,875
76,2022,8,423
76,2022,9,555
76,2022,10,1751
76,2022,11,267
76,2022,12,482
76,2023,1,373
76,2023,2,115
76,2023,3,717
76,2023,4,1220
76,2023,5,396
76,2023,6,1048
76,2023,7,1199
76,2023,8,723
76,2023,9,1110
76,2023,10,2490
76,2023,11,464
76,2023,12,233
76,2024,1,379
76,2024,2,319
76,2024,3,680
76,2024,4,1434
76,2024,5,532
76,2024,6,1739
76,2024,7,795
76,2024,8,1008
76,2024,9,1223
76,2024,10,2924
76,2024,11,654
76,2024,12,345
77,2022,1,219
77,2022,2,381
77,2022,3,243
77,2022,4,954
77,2022,5,391
77,2022,6,912
77,2022,7,824
77,2022,8,315
77,2022,9,438
77,2022,10,1478
77,2022,11,217
77,2022,12,178
77,2023,1,497
77,2023,2,242
77,2023,3,337
77,2023,4,1160
77,2023,5,743
77,2023,6,542
77,2023,7,722
77,2023,8,333
77,2023,9,1019
77,2023,10,1598
77,2023,11,533
77,2023,12,558
77,2024,1,478
77,2024,2,310
77,2024,3,609
77,2024,4,1232
77,2024,5,761
77,2024,6,1118
77,2024,7,507
77,2024,8,1256
77,2024,9,767
77,2024,10,2191
77,2024,11,558
77,2024,12,957
78,2022,1,39
78,2022,2,29
78,2022,3,206
78,2022,4,209
78,2022,5,183
78,2022,6,260
78,2022,7,289
78,2022,8,167
78,2022,9,324
78,2022,10,668
78,2022,11,231
78,2022,12,191
78,2023,1,219
78,2023,2,221
78,2023,3,317
78,2023,4,352
78,2023,5,448
78,2023,6,547
78,2023,7,210
78,2023,8,181
78,2023,9,485
78,2023,10,980
78,2023,11,177
78,2023,12,118
78,2024,1,267
78,2024,2,202
78,2024,3,619
78,2024,4,708
78,2024,5,459
78,2024,6,303
78,2024,7,393
78,2024,8,560
78,2024,9,612
78,2024,10,2062
78,2024,11,389
78,2024,12,263
79,2022,1,35
79,2022,2,44
79,2022,3,195
79,2022,4,200
79,2022,5,102
79,2022,6,161
79,2022,7,202
79,2022,8,59
79,2022,9,92
79,2022,10,315
79,2022,11,38
79,2022,12,41
79,2023,1,137
79,2023,2,29
79,2023,3,211
79,2023,4,178
79,2023,5,127
79,2023,6,220
79,2023,7,238
79,2023,8,156
79,2023,9,245
79,2023,10,494
79,2023,11,155
79,2023,12,57
79,2024,1,199
79,2024,2,157
79,2024,3,322
79,2024,4,483
79,2024,5,348
79,2024,6,305
79,2024,7,257
79,2024,8,101
79,2024,9,130
79,2024,10,1041
79,2024,11,154
79,2024,12,62
80,2022,1,79
80,2022,2,160
80,2022,3,281
80,2022,4,247
80,2022,5,148
80,2022,6,223
80,2022,7,159
80,2022,8,66
80,2022,9,224
80,2022,10,441
80,2022,11,117
80,2022,12,156
80,2023,1,204
80,2023,2,40
80,2023,3,241
80,2023,4,466
80,2023,5,184
80,2023,6,351
80,2023,7,342
80,2023,8,264
80,2023,9,536
80,2023,10,804
80,2023,11,239
80,2023,12,622
80,2024,1,297
80,2024,2,290
80,2024,3,396
80,2024,4,807
80,2024,5,482
80,2024,6,723
80,2024,7,236
80,2024,8,533
80,2024,9,503
80,2024,10,1496
80,2024,11,286
80,2024,12,337
81,2022,1,187
81,2022,2,64
81,2022,3,44
81,2022,4,123
81,2022,5,158
81,2022,6,148
81,2022,7,104
81,2022,8,181
81,2022,9,165
81,2022,10,384
81,2022,11,64
81,2022,12,135
81,2023,1,93
81,2023,2,16
81,2023,3,248
81,2023,4,385
81,2023,5,53
81,2023,6,230
81,2023,7,382
81,2023,8,44
81,2023,9,243
81,2023,10,721
81,2023,11,182
81,2023,12,152
81,2024,1,186
81,2024,2,117
81,2024,3,303
81,2024,4,491
81,2024,5,281
81,2024,6,377
81,2024,7,296
81,2024,8,374
81,2024,9,215
81,2024,10,999
81,2024,11,317
81,2024,12,185
82,2022,1,43
82,2022,2,154
82,2022,3,676
82,2022,4,1027
82,2022,5,306
82,2022,6,584
82,2022,7,469
82,2022,8,70
82,2022,9,317
82,2022,10,729
82,2022,11,283
82,2022,12,225
82,2023,1,550
82,2023,2,184
82,2023,3,569
82,2023,4,1296
82,2023,5,386
82,2023,6,644
82,2023,7,641
82,2023,8,326
82,2023,9,455
82,2023,10,1538
82,2023,11,464
82,2023,12,311
82,2024,1,545
82,2024,2,92
82,2024,3,716
82,2024,4,1058
82,2024,5,505
82,2024,6,750
82,2024,7,473
82,2024,8,521
82,2024,9,725
82,2024,10,2539
82,2024,11,442
82,2024,12,467
83,2022,1,75
83,2022,2,229
83,2022,3,195
83,2022,4,210
83,2022,5,151
83,2022,6,208
83,2022,7,247
83,2022,8,137
83,2022,9,161
83,2022,10,735
83,2022,11,218
83,2022,12,152
83,2023,1,353
83,2023,2,147
83,2023,3,336
83,2023,4,719
83,2023,5,308
83,2023,6,508
83,2023,7,289
83,2023,8,274
83,2023,9,376
83,2023,10,1159
83,2023,11,219
83,2023,12,428
83,2024,1,207
83,2024,2,164
83,2024,3,495
83,2024,4,892
83,2024,5,371
83,2024,6,403
83,2024,7,433
83,2024,8,441
83,2024,9,333
83,2024,10,1851
83,2024,11,279
83,2024,12,316
84,2022,1,20
84,2022,2,177
84,2022,3,92
84,2022,4,224
84,2022,5,184
84,2022,6,149
84,2022,7,303
84,2022,8,127
84,2022,9,263
84,2022,10,453
84,2022,11,51
84,2022,12,198
84,2023,1,206
84,2023,2,74
84,2023,3,320
84,2023,4,395
84,2023,5,219
84,2023,6,592
84,2023,7,367
84,2023,8,162
84,2023,9,384
84,2023,10,859
84,2023,11,190
84,2023,12,104
84,2024,1,304
84,2024,2,88
84,2024,3,626
84,2024,4,500
84,2024,5,444
84,2024,6,360
84,2024,7,175
84,2024,8,337
84,2024,9,406
84,2024,10,1081
84,2024,11,175
84,2024,12,308
85,2022,1,90
85,2022,2,161
85,2022,3,56
85,2022,4,120
85,2022,5,91
85,2022,6,198
85,2022,7,143
85,2022,8,63
85,2022,9,178
85,2022,10,314
85,2022,11,232
85,2022,12,61
85,2023,1,271
85,2023,2,168
85,2023,3,347
85,2023,4,312
85,2023,5,226
85,2023,6,265
85,2023,7,249
85,2023,8,189
85,2023,9,298
85,2023,10,817
85,2023,11,126
85,2023,12,248
85,2024,1,147
85,2024,2,317
85,2024,3,497
85,2024,4,530
85,2024,5,166
85,2024,6,544
85,2024,7,215
85,2024,8,383
85,2024,9,212
85,2024,10,1755
85,2024,11,333
85,2024,12,158
86,2022,1,715
86,2022,2,1133
86,2022,3,2219
86,2022,4,2999
86,2022,5,1206
86,2022,6,3087
86,2022,7,2049
86,2022,8,1719
86,2022,9,920
86,2022,10,3157
86,2022,11,285
86,2022,12,758
86,2023,1,668
86,2023,2,459
86,2023,3,1134
86,2023,4,1199
86,2023,5,466
86,2023,6,2015
86,2023,7,1101
86,2023,8,1969
86,2023,9,1695
86,2023,10,3855
86,2023,11,394
86,2023,12,275
86,2024,1,522
86,2024,2,84
86,2024,3,1446
86,2024,4,1318
86,2024,5,1007
86,2024,6,1969
86,2024,7,974
86,2024,8,1043
86,2024,9,1774
86,2024,10,2052
86,2024,11,239
86,2024,12,797
87,2022,1,638
87,2022,2,1211
87,2022,3,4098
87,2022,4,3508
87,2022,5,3560
87,2022,6,3713
87,2022,7,4027
87,2022,8,2050
87,2022,9,1535
87,2022,10,821
87,2022,11,69
87,2022,12,239
87,2023,1,581
87,2023,2,329
87,2023,3,3066
87,2023,4,2605
87,2023,5,853
87,2023,6,1273
87,2023,7,1422
87,2023,8,995
87,2023,9,1352
87,2023,10,914
87,2023,11,338
87,2024,1,238
87,2024,2,207
87,2024,3,659
87,2024,4,1561
87,2024,5,939
87,2024,6,1139
87,2024,7,1505
87,2024,8,1242
87,2024,9,589
87,2024,10,603
87,2024,11,125
87,2024,12,429
88,2022,1,374
88,2022,2,547
88,2022,3,4707
88,2022,4,4068
88,2022,5,3376
88,2022,6,3040
88,2022,7,3538
88,2022,8,3028
88,2022,9,1457
88,2022,10,124
88,2022,11,330
88,2022,12,268
88,2023,1,729
88,2023,2,468
88,2023,3,2146
88,2023,4,4261
88,2023,5,790
88,2023,6,2227
88,2023,7,2981
88,2023,8,2658
88,2023,9,705
88,2023,10,1073
88,2023,11,263
88,2023,12,54
88,2024,1,410
88,2024,2,217
88,2024,3,1402
88,2024,4,2375
88,2024,5,1294
88,2024,6,2475
88,2024,7,1311
88,2024,8,1797
88,2024,9,783
88,2024,10,883
88,2024,11,314
88,2024,12,379
89,2022,1,457
89,2022,2,1217
89,2022,3,3488
89,2022,4,3512
89,2022,5,3810
89,2022,6,2532
89,2022,7,5409
89,2022,8,2624
89,2022,9,1246
89,2022,10,1232
89,2022,11,438
89,2022,12,63
89,2023,1,871
89,2023,2,297
89,2023,3,1855
89,2023,4,1913
89,2023,5,1551
89,2023,6,2124
89,2023,7,2505
89,2023,8,1675
89,2023,9,1177
89,2023,10,809
89,2023,11,200
89,2023,12,365
89,2024,1,795
89,2024,2,225
89,2024,3,1025
89,2024,4,1108
89,2024,5,1058
89,2024,6,891
89,2024,7,1181
89,2024,8,2191
89,2024,9,1057
89,2024,10,1074
89,2024,11,297
89,2024,12,319
90,2022,1,1070
90,2022,2,1954
90,2022,3,4167
90,2022,4,7933
90,2022,5,3742
90,2022,6,5358
90,2022,7,4926
90,2022,8,2457
90,2022,9,1565
90,2022,10,536
90,2022,11,615
90,2022,12,409
90,2023,1,1268
90,2023,2,703
90,2023,3,2136
90,2023,4,2626
90,2023,5,2002
90,2023,6,2888
90,2023,7,3213
90,2023,8,2116
90,2023,9,1658
90,2023,10,1470
90,2023,11,382
90,2023,12,421
90,2024,1,1490
90,2024,2,138
90,2024,3,1738
90,2024,4,2422
90,2024,5,992
90,2024,6,2188
90,2024,7,1735
90,2024,8,1730
90,2024,9,1106
90,2024,10,757
90,2024,11,175
90,2024,12,114
91,2022,1,191
91,2022,2,934
91,2022,3,1513
91,2022,4,2790
91,2022,5,1663
91,2022,6,1758
91,2022,7,2044
91,2022,8,1667
91,2022,9,513
91,2022,10,383
91,2022,11,90
91,2022,12,119
91,2023,1,340
91,2023,2,391
91,2023,3,1591
91,2023,4,1514
91,2023,5,1105
91,2023,6,1858
91,2023,7,1490
91,2023,8,1002
91,2023,9,660
91,2023,10,353
91,2023,11,179
91,2023,12,258
91,2024,1,172
91,2024,2,409
91,2024,3,947
91,2024,4,1036
91,2024,5,912
91,2024,6,1140
91,2024,7,1322
91,2024,8,954
91,2024,9,566
91,2024,10,794
91,2024,11,223
91,2024,12,113
92,2022,1,480
92,2022,2,372
92,2022,3,747
92,2022,4,791
92,2022,5,1091
92,2022,6,1338
92,2022,7,909
92,2022,8,426
92,2022,9,501
92,2022,10,20
92,2022,11,24
92,2022,12,203
92,2023,1,198
92,2023,2,161
92,2023,3,538
92,2023,4,707
92,2023,5,329
92,2023,6,437
92,2023,7,335
92,2023,8,469
92,2023,9,112
92,2023,10,69
92,2023,11,75
92,2023,12,120
92,2024,1,55
92,2024,2,138
92,2024,3,327
92,2024,4,346
92,2024,5,193
92,2024,6,358
92,2024,7,292
92,2024,8,279
92,2024,9,99
92,2024,10,322
92,2024,11,62
92,2024,12,60
93,2022,1,595
93,2022,2,636
93,2022,3,4360
93,2022,4,3306
