PRODUCT_NUMBER,YEAR,MONTH,EXPECTED_VOLUME
17,2022,12,179
18,2022,12,242
19,2022,12,300
20,2022,12,165
21,2022,12,78
22,2022,12,44
23,2022,12,19
24,2022,12,258
25,2022,12,169
26,2022,12,104
27,2022,12,260
28,2022,12,133
29,2022,12,68
30,2022,12,255
31,2022,12,157
32,2022,12,475
33,2022,12,827
34,2022,12,355
35,2022,12,234
36,2022,12,451
37,2022,12,42
38,2022,12,75
39,2022,12,108
40,2022,12,1022
41,2022,12,32
45,2023,11,53
46,2023,11,35
47,2023,11,118
48,2023,11,181
49,2023,11,97
50,2023,11,487
51,2023,11,247
52,2023,11,341
53,2023,11,435
54,2023,11,584
55,2023,11,359
56,2023,11,171
57,2023,11,110
58,2023,11,365
59,2023,11,111
60,2023,11,543
61,2023,11,510
62,2023,11,566
63,2023,11,159
64,2023,11,848
65,2023,11,418
66,2023,11,173
67,2023,11,415
68,2023,11,340
69,2023,11,113
70,2023,11,248
71,2023,11,96
72,2023,11,88
73,2023,11,333
74,2023,11,615
75,2023,11,575
76,2023,11,464
77,2023,11,533
78,2023,11,177
79,2023,11,155
80,2023,11,239
81,2023,11,182
82,2023,11,464
83,2023,11,219
84,2023,11,190
85,2023,11,126
86,2023,11,394
87,2023,11,338
88,2023,11,263
89,2023,11,200
90,2023,11,382
91,2023,11,179
92,2023,11,75
93,2023,11,210
94,2023,11,181
95,2023,11,364
96,2023,11,52
97,2023,11,72
98,2023,11,62
99,2023,11,187
100,2023,11,250
101,2023,11,136
102,2023,11,127
103,2023,11,23
104,2023,11,50
105,2023,11,95
106,2023,11,97
107,2023,11,76
108,2023,11,48
109,2023,11,275
110,2023,11,172
111,2023,11,92
112,2023,11,386
113,2023,11,249
114,2023,11,94
1,2023,11,457
2,2023,11,1874
3,2023,11,542
4,2023,11,875
5,2023,11,374
6,2023,11,118
7,2023,11,170
8,2023,11,281
9,2023,11,305
10,2023,11,536
11,2023,11,220
12,2023,11,799
13,2023,11,252
14,2023,11,747
15,2023,11,167
16,2023,11,835
17,2023,11,552
18,2023,11,715
19,2023,11,173
20,2023,11,184
21,2023,11,426
22,2023,11,53
23,2023,11,124
24,2023,11,500
25,2023,11,217
26,2023,11,118
27,2023,11,213
28,2023,11,361
29,2023,11,396
30,2023,11,222
31,2023,11,373
32,2023,11,1472
33,2023,11,410
34,2023,11,954
35,2023,11,938
36,2023,11,552
37,2023,11,110
38,2023,11,79
39,2023,11,449
40,2023,11,1451
41,2023,11,349
42,2023,11,229
43,2023,11,298
44,2023,11,286
115,2023,11,394
63,2022,11,101
64,2022,11,403
65,2022,11,292
66,2022,11,91
67,2022,11,189
68,2022,11,292
69,2022,11,42
70,2022,11,45
71,2022,11,107
72,2022,11,157
73,2022,11,220
74,2022,11,500
75,2022,11,389
76,2022,11,267
77,2022,11,217
78,2022,11,231
79,2022,11,38
80,2022,11,117
81,2022,11,64
82,2022,11,283
83,2022,11,218
84,2022,11,51
85,2022,11,232
86,2022,11,285
87,2022,11,69
88,2022,11,330
89,2022,11,438
90,2022,11,615
91,2022,11,90
92,2022,11,24
93,2022,11,610
94,2022,11,371
95,2022,11,238
96,2022,11,164
97,2022,11,59
98,2022,11,42
99,2022,11,140
100,2022,11,1158
101,2022,11,76
102,2022,11,78
103,2022,11,34
104,2022,11,30
105,2022,11,94
106,2022,11,61
107,2022,11,23
108,2022,11,13
109,2022,11,98
110,2022,11,221
111,2022,11,35
112,2022,11,264
113,2022,11,214
114,2022,11,42
115,2022,11,184
1,2022,11,390
2,2022,11,338
3,2022,11,322
4,2022,11,571
5,2022,11,64
6,2022,11,45
7,2022,11,127
8,2022,11,124
9,2022,11,129
10,2022,11,170
11,2022,11,196
12,2022,11,308
13,2022,11,210
14,2022,11,357
15,2022,11,229
16,2022,11,335
17,2022,11,508
18,2022,11,571
19,2022,11,265
20,2022,11,279
21,2022,11,122
22,2022,11,52
23,2022,11,27
24,2022,11,94
25,2022,11,200
26,2022,11,151
27,2022,11,132
28,2022,11,261
29,2022,11,104
30,2022,11,266
31,2022,11,321
32,2022,11,717
33,2022,11,490
34,2022,11,282
35,2022,11,797
36,2022,11,452
37,2022,11,353
38,2022,11,228
39,2022,11,491
40,2022,11,624
41,2022,11,166
45,2023,10,211
46,2023,10,249
47,2023,10,781
48,2023,10,459
49,2023,10,205
50,2023,10,2468
51,2023,10,1966
52,2023,10,1539
53,2023,10,1459
54,2023,10,1376
55,2023,10,2335
56,2023,10,824
57,2023,10,726
58,2023,10,1305
59,2023,10,818
60,2023,10,1155
61,2023,10,1412
62,2023,10,2359
63,2023,10,912
64,2023,10,2828
65,2023,10,1515
66,2023,10,533
67,2023,10,1689
68,2023,10,1246
69,2023,10,308
70,2023,10,648
71,2023,10,337
72,2023,10,606
73,2023,10,1334
74,2023,10,3454
75,2023,10,1897
76,2023,10,2490
77,2023,10,1598
78,2023,10,980
79,2023,10,494
80,2023,10,804
81,2023,10,721
82,2023,10,1538
83,2023,10,1159
84,2023,10,859
85,2023,10,817
86,2023,10,3855
87,2023,10,914
88,2023,10,1073
89,2023,10,809
90,2023,10,1470
91,2023,10,353
92,2023,10,69
93,2023,10,499
94,2023,10,1245
95,2023,10,963
96,2023,10,60
97,2023,10,58
98,2023,10,134
99,2023,10,230
100,2023,10,1119
101,2023,10,406
102,2023,10,252
103,2023,10,165
104,2023,10,77
105,2023,10,371
106,2023,10,271
107,2023,10,132
108,2023,10,120
109,2023,10,757
110,2023,10,693
111,2023,10,258
112,2023,10,1387
113,2023,10,943
114,2023,10,142
1,2023,10,3775
2,2023,10,1664
3,2023,10,1628
4,2023,10,2056
5,2023,10,586
6,2023,10,166
7,2023,10,635
8,2023,10,1309
9,2023,10,686
10,2023,10,1329
11,2023,10,472
12,2023,10,1399
13,2023,10,950
14,2023,10,1091
15,2023,10,530
16,2023,10,3106
17,2023,10,1547
18,2023,10,1257
19,2023,10,1525
20,2023,10,659
21,2023,10,762
22,2023,10,320
23,2023,10,202
24,2023,10,1489
25,2023,10,966
26,2023,10,569
27,2023,10,813
28,2023,10,1235
29,2023,10,1519
30,2023,10,588
31,2023,10,993
32,2023,10,3408
33,2023,10,2780
34,2023,10,2246
35,2023,10,1585
36,2023,10,2636
37,2023,10,1469
38,2023,10,1090
39,2023,10,1176
40,2023,10,3001
41,2023,10,660
42,2023,10,694
43,2023,10,1006
44,2023,10,1058
115,2023,10,1593
63,2022,10,954
64,2022,10,2189
65,2022,10,1555
66,2022,10,491
67,2022,10,563
68,2022,10,625
69,2022,10,383
70,2022,10,559
71,2022,10,365
72,2022,10,191
73,2022,10,1026
74,2022,10,2368
75,2022,10,988
76,2022,10,1751
77,2022,10,1478
78,2022,10,668
79,2022,10,315
80,2022,10,441
81,2022,10,384
82,2022,10,729
83,2022,10,735
84,2022,10,453
85,2022,10,314
86,2022,10,3157
87,2022,10,821
88,2022,10,124
89,2022,10,1232
90,2022,10,536
91,2022,10,383
92,2022,10,20
93,2022,10,904
94,2022,10,841
95,2022,10,1608
97,2022,10,45
98,2022,10,337
99,2022,10,273
100,2022,10,2835
101,2022,10,124
102,2022,10,123
103,2022,10,101
104,2022,10,40
105,2022,10,152
106,2022,10,143
107,2022,10,44
108,2022,10,35
109,2022,10,258
110,2022,10,206
111,2022,10,121
112,2022,10,555
113,2022,10,290
114,2022,10,46
115,2022,10,661
1,2022,10,1399
2,2022,10,1417
3,2022,10,1059
4,2022,10,928
5,2022,10,480
6,2022,10,224
7,2022,10,377
8,2022,10,576
9,2022,10,333
10,2022,10,766
11,2022,10,484
12,2022,10,1223
13,2022,10,565
14,2022,10,1018
15,2022,10,372
16,2022,10,1533
17,2022,10,1138
18,2022,10,876
19,2022,10,593
20,2022,10,396
21,2022,10,438
22,2022,10,140
23,2022,10,157
24,2022,10,811
25,2022,10,305
26,2022,10,634
27,2022,10,462
28,2022,10,651
29,2022,10,764
30,2022,10,676
31,2022,10,968
32,2022,10,2086
33,2022,10,2068
34,2022,10,1944
35,2022,10,1294
36,2022,10,1984
37,2022,10,744
38,2022,10,821
39,2022,10,682
40,2022,10,1388
41,2022,10,519
45,2024,9,166
46,2024,9,235
47,2024,9,611
48,2024,9,174
49,2024,9,121
50,2024,9,1440
51,2024,9,959
52,2024,9,70
53,2024,9,664
54,2024,9,503
55,2024,9,598
56,2024,9,440
57,2024,9,253
58,2024,9,489
59,2024,9,185
60,2024,9,490
61,2024,9,833
62,2024,9,668
63,2024,9,902
64,2024,9,1271
65,2024,9,1011
66,2024,9,185
67,2024,9,867
68,2024,9,647
69,2024,9,53
70,2024,9,350
71,2024,9,510
72,2024,9,339
73,2024,9,399
74,2024,9,1305
75,2024,9,753
76,2024,9,1223
77,2024,9,767
78,2024,9,612
79,2024,9,130
80,2024,9,503
81,2024,9,215
82,2024,9,725
83,2024,9,333
84,2024,9,406
85,2024,9,212
86,2024,9,1774
87,2024,9,589
88,2024,9,783
89,2024,9,1057
90,2024,9,1106
91,2024,9,566
92,2024,9,99
93,2024,9,1038
94,2024,9,775
95,2024,9,999
96,2024,9,137
97,2024,9,29
98,2024,9,625
99,2024,9,241
100,2024,9,606
101,2024,9,309
102,2024,9,292
103,2024,9,128
104,2024,9,51
105,2024,9,222
106,2024,9,221
107,2024,9,78
108,2024,9,30
109,2024,9,314
110,2024,9,523
111,2024,9,238
112,2024,9,983
113,2024,9,646
114,2024,9,109
1,2024,9,811
2,2024,9,548
3,2024,9,529
4,2024,9,1049
5,2024,9,301
6,2024,9,74
7,2024,9,364
8,2024,9,344
9,2024,9,127
10,2024,9,575
11,2024,9,192
12,2024,9,855
13,2024,9,513
14,2024,9,528
15,2024,9,221
16,2024,9,1291
17,2024,9,663
18,2024,9,1092
19,2024,9,451
20,2024,9,501
21,2024,9,311
22,2024,9,88
23,2024,9,15
24,2024,9,635
25,2024,9,368
26,2024,9,199
27,2024,9,236
28,2024,9,514
29,2024,9,403
30,2024,9,427
31,2024,9,567
32,2024,9,2280
33,2024,9,1141
34,2024,9,1285
35,2024,9,751
36,2024,9,344
37,2024,9,964
38,2024,9,532
39,2024,9,356
40,2024,9,1803
41,2024,9,212
42,2024,9,318
43,2024,9,730
44,2024,9,616
115,2024,9,920
45,2023,9,98
46,2023,9,124
47,2023,9,286
48,2023,9,278
49,2023,9,90
50,2023,9,2300
51,2023,9,612
52,2023,9,300
53,2023,9,724
54,2023,9,633
55,2023,9,784
56,2023,9,289
57,2023,9,502
58,2023,9,434
59,2023,9,226
60,2023,9,729
61,2023,9,663
62,2023,9,653
63,2023,9,493
64,2023,9,1489
65,2023,9,1100
66,2023,9,365
67,2023,9,754
68,2023,9,621
69,2023,9,127
70,2023,9,227
71,2023,9,424
72,2023,9,206
73,2023,9,375
74,2023,9,953
75,2023,9,1131
76,2023,9,1110
77,2023,9,1019
78,2023,9,485
79,2023,9,245
80,2023,9,536
81,2023,9,243
82,2023,9,455
83,2023,9,376
84,2023,9,384
85,2023,9,298
86,2023,9,1695
87,2023,9,1352
88,2023,9,705
89,2023,9,1177
90,2023,9,1658
91,2023,9,660
92,2023,9,112
93,2023,9,605
94,2023,9,826
95,2023,9,933
96,2023,9,55
97,2023,9,86
98,2023,9,286
99,2023,9,256
100,2023,9,1036
101,2023,9,125
102,2023,9,196
103,2023,9,99
104,2023,9,46
105,2023,9,116
106,2023,9,124
107,2023,9,47
108,2023,9,44
109,2023,9,430
110,2023,9,361
111,2023,9,89
112,2023,9,320
113,2023,9,591
114,2023,9,44
1,2023,9,1419
2,2023,9,1010
3,2023,9,1273
4,2023,9,1125
5,2023,9,471
6,2023,9,241
7,2023,9,233
8,2023,9,347
9,2023,9,237
10,2023,9,466
11,2023,9,167
12,2023,9,857
13,2023,9,613
14,2023,9,1312
15,2023,9,330
16,2023,9,2106
17,2023,9,609
18,2023,9,1407
19,2023,9,336
20,2023,9,430
21,2023,9,142
22,2023,9,117
23,2023,9,104
24,2023,9,333
25,2023,9,368
26,2023,9,443
27,2023,9,299
28,2023,9,498
29,2023,9,509
30,2023,9,393
31,2023,9,695
32,2023,9,1842
33,2023,9,998
34,2023,9,2333
35,2023,9,966
36,2023,9,1349
37,2023,9,801
38,2023,9,329
39,2023,9,560
40,2023,9,2468
41,2023,9,474
42,2023,9,159
43,2023,9,313
44,2023,9,774
115,2023,9,433
63,2022,9,518
64,2022,9,1226
65,2022,9,641
66,2022,9,126
67,2022,9,252
68,2022,9,287
69,2022,9,65
70,2022,9,252
71,2022,9,79
72,2022,9,107
73,2022,9,498
74,2022,9,739
75,2022,9,197
76,2022,9,555
77,2022,9,438
78,2022,9,324
79,2022,9,92
80,2022,9,224
81,2022,9,165
82,2022,9,317
83,2022,9,161
84,2022,9,263
85,2022,9,178
86,2022,9,920
87,2022,9,1535
88,2022,9,1457
89,2022,9,1246
90,2022,9,1565
91,2022,9,513
92,2022,9,501
93,2022,9,1042
94,2022,9,3412
95,2022,9,2023
96,2022,9,216
97,2022,9,147
98,2022,9,292
99,2022,9,460
100,2022,9,604
101,2022,9,70
102,2022,9,105
103,2022,9,33
104,2022,9,14
105,2022,9,126
106,2022,9,89
107,2022,9,36
108,2022,9,39
109,2022,9,222
110,2022,9,123
111,2022,9,33
112,2022,9,313
113,2022,9,335
114,2022,9,29
115,2022,9,627
1,2022,9,839
2,2022,9,239
3,2022,9,188
4,2022,9,419
5,2022,9,167
6,2022,9,44
7,2022,9,103
8,2022,9,163
9,2022,9,107
10,2022,9,233
11,2022,9,90
12,2022,9,539
13,2022,9,278
14,2022,9,235
15,2022,9,108
16,2022,9,1018
17,2022,9,233
18,2022,9,233
19,2022,9,368
20,2022,9,111
21,2022,9,155
22,2022,9,46
23,2022,9,29
24,2022,9,260
25,2022,9,318
26,2022,9,292
27,2022,9,33
28,2022,9,354
29,2022,9,369
30,2022,9,182
31,2022,9,285
32,2022,9,754
33,2022,9,397
34,2022,9,484
35,2022,9,573
36,2022,9,721
37,2022,9,276
38,2022,9,114
39,2022,9,311
40,2022,9,1060
41,2022,9,194
45,2024,8,122
46,2024,8,128
47,2024,8,418
48,2024,8,196
49,2024,8,104
50,2024,8,1253
51,2024,8,715
52,2024,8,701
53,2024,8,641
54,2024,8,510
55,2024,8,533
56,2024,8,385
57,2024,8,248
58,2024,8,554
59,2024,8,251
60,2024,8,600
61,2024,8,761
62,2024,8,392
63,2024,8,606
64,2024,8,812
65,2024,8,520
66,2024,8,273
67,2024,8,1158
68,2024,8,713
69,2024,8,58
70,2024,8,212
71,2024,8,151
72,2024,8,393
73,2024,8,436
74,2024,8,1088
75,2024,8,897
76,2024,8,1008
77,2024,8,1256
78,2024,8,560
79,2024,8,101
80,2024,8,533
81,2024,8,374
82,2024,8,521
83,2024,8,441
84,2024,8,337
85,2024,8,383
86,2024,8,1043
87,2024,8,1242
88,2024,8,1797
89,2024,8,2191
90,2024,8,1730
91,2024,8,954
92,2024,8,279
93,2024,8,1271
94,2024,8,1071
95,2024,8,2111
96,2024,8,67
98,2024,8,258
99,2024,8,299
100,2024,8,865
101,2024,8,82
102,2024,8,112
103,2024,8,40
104,2024,8,11
105,2024,8,45
106,2024,8,68
107,2024,8,7
108,2024,8,14
109,2024,8,141
110,2024,8,28
111,2024,8,20
112,2024,8,282
113,2024,8,128
114,2024,8,13
1,2024,8,1065
2,2024,8,717
3,2024,8,1103
4,2024,8,652
5,2024,8,429
6,2024,8,152
7,2024,8,327
8,2024,8,303
9,2024,8,363
10,2024,8,652
11,2024,8,174
12,2024,8,550
13,2024,8,306
14,2024,8,376
15,2024,8,381
16,2024,8,1999
17,2024,8,674
18,2024,8,570
19,2024,8,508
20,2024,8,253
21,2024,8,325
22,2024,8,79
23,2024,8,64
24,2024,8,733
25,2024,8,434
26,2024,8,382
27,2024,8,404
28,2024,8,374
29,2024,8,535
30,2024,8,315
31,2024,8,385
32,2024,8,786
33,2024,8,1252
34,2024,8,1519
35,2024,8,562
36,2024,8,512
37,2024,8,770
38,2024,8,335
39,2024,8,652
40,2024,8,2022
41,2024,8,358
42,2024,8,230
43,2024,8,249
44,2024,8,379
115,2024,8,282
45,2023,8,223
46,2023,8,105
47,2023,8,282
48,2023,8,57
49,2023,8,89
50,2023,8,1390
51,2023,8,522
52,2023,8,377
53,2023,8,260
54,2023,8,465
55,2023,8,634
56,2023,8,188
57,2023,8,217
58,2023,8,248
59,2023,8,220
60,2023,8,538
61,2023,8,721
62,2023,8,539
63,2023,8,330
64,2023,8,1137
65,2023,8,259
66,2023,8,133
67,2023,8,491
68,2023,8,445
69,2023,8,173
70,2023,8,206
71,2023,8,250
72,2023,8,116
73,2023,8,439
74,2023,8,786
75,2023,8,758
76,2023,8,723
77,2023,8,333
78,2023,8,181
79,2023,8,156
80,2023,8,264
81,2023,8,44
82,2023,8,326
83,2023,8,274
84,2023,8,162
85,2023,8,189
86,2023,8,1969
87,2023,8,995
88,2023,8,2658
89,2023,8,1675
90,2023,8,2116
91,2023,8,1002
92,2023,8,469
93,2023,8,1759
94,2023,8,3844
95,2023,8,1803
96,2023,8,238
97,2023,8,83
98,2023,8,670
99,2023,8,440
100,2023,8,948
101,2023,8,89
102,2023,8,89
103,2023,8,42
104,2023,8,25
105,2023,8,10
106,2023,8,74
107,2023,8,16
108,2023,8,14
109,2023,8,209
110,2023,8,65
111,2023,8,50
112,2023,8,338
113,2023,8,208
114,2023,8,34
1,2023,8,1332
2,2023,8,624
3,2023,8,445
4,2023,8,1098
5,2023,8,204
6,2023,8,98
7,2023,8,182
8,2023,8,254
9,2023,8,190
10,2023,8,447
11,2023,8,123
12,2023,8,948
13,2023,8,432
14,2023,8,307
15,2023,8,143
16,2023,8,1611
17,2023,8,673
18,2023,8,575
19,2023,8,356
20,2023,8,126
21,2023,8,105
22,2023,8,77
23,2023,8,105
24,2023,8,1538
25,2023,8,392
26,2023,8,246
27,2023,8,284
28,2023,8,359
29,2023,8,504
30,2023,8,319
31,2023,8,463
32,2023,8,1701
33,2023,8,1695
34,2023,8,844
35,2023,8,638
36,2023,8,1179
37,2023,8,396
38,2023,8,296
39,2023,8,374
40,2023,8,824
41,2023,8,282
42,2023,8,202
43,2023,8,345
44,2023,8,169
115,2023,8,207
63,2022,8,111
64,2022,8,798
65,2022,8,197
66,2022,8,65
67,2022,8,184
68,2022,8,378
69,2022,8,78
70,2022,8,127
71,2022,8,199
72,2022,8,81
73,2022,8,204
74,2022,8,417
75,2022,8,185
76,2022,8,423
77,2022,8,315
78,2022,8,167
79,2022,8,59
80,2022,8,66
81,2022,8,181
82,2022,8,70
83,2022,8,137
84,2022,8,127
85,2022,8,63
86,2022,8,1719
87,2022,8,2050
88,2022,8,3028
89,2022,8,2624
90,2022,8,2457
91,2022,8,1667
92,2022,8,426
93,2022,8,3849
94,2022,8,4628
95,2022,8,2434
96,2022,8,296
97,2022,8,91
98,2022,8,1326
99,2022,8,841
100,2022,8,1162
101,2022,8,50
102,2022,8,24
103,2022,8,16
104,2022,8,14
105,2022,8,15
106,2022,8,36
107,2022,8,18
108,2022,8,18
109,2022,8,174
110,2022,8,56
111,2022,8,10
112,2022,8,155
113,2022,8,97
114,2022,8,7
115,2022,8,94
1,2022,8,502
2,2022,8,373
3,2022,8,505
4,2022,8,188
5,2022,8,163
6,2022,8,64
7,2022,8,55
8,2022,8,142
9,2022,8,151
10,2022,8,184
11,2022,8,94
12,2022,8,352
13,2022,8,170
14,2022,8,339
15,2022,8,244
16,2022,8,555
17,2022,8,462
18,2022,8,85
19,2022,8,339
20,2022,8,99
21,2022,8,174
22,2022,8,27
23,2022,8,68
24,2022,8,218
25,2022,8,157
26,2022,8,118
27,2022,8,118
28,2022,8,385
29,2022,8,207
30,2022,8,138
31,2022,8,404
32,2022,8,623
33,2022,8,855
34,2022,8,397
35,2022,8,435
36,2022,8,427
37,2022,8,136
38,2022,8,146
39,2022,8,366
40,2022,8,84
41,2022,8,115
45,2024,7,113
46,2024,7,52
47,2024,7,378
48,2024,7,194
49,2024,7,61
50,2024,7,2943
51,2024,7,293
52,2024,7,390
53,2024,7,514
54,2024,7,568
55,2024,7,980
56,2024,7,515
57,2024,7,323
58,2024,7,562
59,2024,7,264
60,2024,7,861
61,2024,7,1156
62,2024,7,555
63,2024,7,641
64,2024,7,1917
65,2024,7,799
66,2024,7,155
67,2024,7,864
68,2024,7,938
69,2024,7,25
70,2024,7,551
71,2024,7,340
72,2024,7,225
73,2024,7,413
74,2024,7,1135
75,2024,7,469
76,2024,7,795
77,2024,7,507
78,2024,7,393
79,2024,7,257
80,2024,7,236
81,2024,7,296
82,2024,7,473
83,2024,7,433
84,2024,7,175
85,2024,7,215
86,2024,7,974
87,2024,7,1505
88,2024,7,1311
89,2024,7,1181
90,2024,7,1735
91,2024,7,1322
92,2024,7,292
93,2024,7,875
94,2024,7,2559
95,2024,7,676
96,2024,7,149
97,2024,7,76
98,2024,7,559
99,2024,7,327
100,2024,7,476
101,2024,7,183
102,2024,7,100
103,2024,7,32
104,2024,7,21
105,2024,7,82
106,2024,7,123
107,2024,7,31
108,2024,7,32
109,2024,7,282
110,2024,7,316
111,2024,7,85
112,2024,7,423
113,2024,7,544
114,2024,7,32
1,2024,7,1178
2,2024,7,1356
3,2024,7,975
4,2024,7,944
5,2024,7,401
6,2024,7,66
7,2024,7,191
8,2024,7,238
9,2024,7,264
10,2024,7,496
11,2024,7,330
12,2024,7,541
13,2024,7,325
14,2024,7,774
15,2024,7,262
16,2024,7,1287
17,2024,7,769
18,2024,7,314
19,2024,7,556
20,2024,7,336
21,2024,7,292
22,2024,7,165
23,2024,7,75
24,2024,7,1374
25,2024,7,659
26,2024,7,188
27,2024,7,199
28,2024,7,722
29,2024,7,553
30,2024,7,604
31,2024,7,487
32,2024,7,1713
33,2024,7,1408
34,2024,7,1142
35,2024,7,979
36,2024,7,663
37,2024,7,456
38,2024,7,379
39,2024,7,490
40,2024,7,862
41,2024,7,92
42,2024,7,399
43,2024,7,460
44,2024,7,578
115,2024,7,412
45,2023,7,133
46,2023,7,72
47,2023,7,429
48,2023,7,182
49,2023,7,90
50,2023,7,1453
51,2023,7,474
52,2023,7,275
53,2023,7,664
54,2023,7,429
55,2023,7,738
56,2023,7,426
57,2023,7,348
58,2023,7,297
59,2023,7,295
60,2023,7,972
61,2023,7,1024
62,2023,7,1001
63,2023,7,716
64,2023,7,1115
65,2023,7,570
66,2023,7,153
67,2023,7,566
68,2023,7,842
69,2023,7,176
70,2023,7,270
71,2023,7,253
72,2023,7,265
73,2023,7,431
74,2023,7,1695
75,2023,7,663
76,2023,7,1199
77,2023,7,722
78,2023,7,210
79,2023,7,238
80,2023,7,342
81,2023,7,382
82,2023,7,641
83,2023,7,289
84,2023,7,367
85,2023,7,249
86,2023,7,1101
87,2023,7,1422
88,2023,7,2981
89,2023,7,2505
90,2023,7,3213
91,2023,7,1490
92,2023,7,335
93,2023,7,1697
94,2023,7,2789
95,2023,7,1744
96,2023,7,417
97,2023,7,156
98,2023,7,637
99,2023,7,423
100,2023,7,1518
101,2023,7,74
102,2023,7,72
103,2023,7,43
104,2023,7,15
105,2023,7,59
106,2023,7,159
107,2023,7,12
108,2023,7,42
109,2023,7,245
110,2023,7,182
111,2023,7,58
112,2023,7,513
113,2023,7,260
114,2023,7,49
1,2023,7,999
2,2023,7,1228
3,2023,7,982
4,2023,7,1554
5,2023,7,276
6,2023,7,70
7,2023,7,537
8,2023,7,208
9,2023,7,280
10,2023,7,338
11,2023,7,230
12,2023,7,523
13,2023,7,419
14,2023,7,856
15,2023,7,221
16,2023,7,513
17,2023,7,673
18,2023,7,448
19,2023,7,488
20,2023,7,387
21,2023,7,404
22,2023,7,92
23,2023,7,135
24,2023,7,260
25,2023,7,206
26,2023,7,556
27,2023,7,206
28,2023,7,517
29,2023,7,307
30,2023,7,405
31,2023,7,510
32,2023,7,1993
33,2023,7,1769
34,2023,7,1901
35,2023,7,1136
36,2023,7,644
37,2023,7,240
38,2023,7,349
39,2023,7,647
40,2023,7,1146
41,2023,7,227
42,2023,7,197
43,2023,7,606
44,2023,7,594
115,2023,7,489
63,2022,7,754
64,2022,7,783
65,2022,7,598
66,2022,7,181
67,2022,7,226
68,2022,7,579
69,2022,7,100
70,2022,7,204
71,2022,7,243
72,2022,7,79
73,2022,7,370
74,2022,7,1046
75,2022,7,482
76,2022,7,875
77,2022,7,824
78,2022,7,289
79,2022,7,202
80,2022,7,159
81,2022,7,104
82,2022,7,469
83,2022,7,247
