,INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
288,2023,6,106,533
289,2023,6,107,709
290,2023,6,108,794
291,2023,6,109,3309
292,2023,6,110,695
293,2023,6,111,638
294,2023,6,112,2670
295,2023,6,113,6511
296,2023,6,114,656
297,2023,6,115,1640
298,2023,7,1,4111
299,2023,7,2,6838
300,2023,7,3,4154
301,2023,7,4,5612
302,2023,7,5,1954
303,2023,7,6,962
304,2023,7,7,2435
305,2023,7,8,1903
306,2023,7,9,1713
307,2023,7,10,5836
308,2023,7,11,762
309,2023,7,12,1376
310,2023,7,13,1404
311,2023,7,14,3100
312,2023,7,15,684
313,2023,7,16,34376
314,2023,7,17,4078
315,2023,7,18,3640
316,2023,7,19,2529
317,2023,7,20,1681
318,2023,7,21,2109
319,2023,7,22,1293
320,2023,7,23,943
321,2023,7,24,2896
322,2023,7,25,2503
323,2023,7,26,2044
324,2023,7,27,2206
325,2023,7,28,2181
326,2023,7,29,4204
327,2023,7,30,2286
328,2023,7,31,4432
329,2023,7,32,11789
330,2023,7,33,6193
331,2023,7,34,9946
332,2023,7,35,7349
333,2023,7,36,10093
334,2023,7,37,4891
335,2023,7,38,2511
336,2023,7,39,5396
337,2023,7,40,10748
338,2023,7,41,4207
339,2023,7,42,3221
340,2023,7,43,6029
341,2023,7,44,5214
342,2023,7,45,1642
343,2023,7,46,1976
344,2023,7,47,5771
345,2023,7,48,2182
346,2023,7,49,1044
347,2023,7,50,25221
348,2023,7,51,9914
349,2023,7,52,6040
350,2023,7,53,7392
351,2023,7,54,7717
352,2023,7,55,5064
353,2023,7,56,12540
354,2023,7,57,1747
355,2023,7,58,1991
356,2023,7,59,1193
357,2023,7,60,10951
358,2023,7,61,7445
359,2023,7,62,2962
360,2023,7,63,2281
361,2023,7,64,5219
362,2023,7,65,2704
363,2023,7,66,794
364,2023,7,67,1588
365,2023,7,68,1610
366,2023,7,69,963
367,2023,7,70,959
368,2023,7,71,1081
369,2023,7,72,1135
370,2023,7,73,2384
371,2023,7,74,2512
372,2023,7,75,2724
373,2023,7,76,2414
374,2023,7,77,2868
375,2023,7,78,969
376,2023,7,79,823
377,2023,7,80,1213
378,2023,7,81,525
379,2023,7,82,2733
380,2023,7,83,2508
381,2023,7,84,733
382,2023,7,85,1674
383,2023,7,86,19364
384,2023,7,87,23343
385,2023,7,88,20070
386,2023,7,89,19840
387,2023,7,90,27758
388,2023,7,91,12332
389,2023,7,92,5883
390,2023,7,93,18740
391,2023,7,94,26988
392,2023,7,95,22414
393,2023,7,96,2716
394,2023,7,97,1527
395,2023,7,98,8761
396,2023,7,99,6361
397,2023,7,100,8862
398,2023,7,101,1021
399,2023,7,102,780
400,2023,7,103,716
401,2023,7,104,707
402,2023,7,105,717
403,2023,7,106,591
404,2023,7,107,697
405,2023,7,108,754
406,2023,7,109,3067
407,2023,7,110,539
408,2023,7,111,586
409,2023,7,112,2234
410,2023,7,113,6227
411,2023,7,114,630
412,2023,7,115,1074
413,2023,8,1,5051
414,2023,8,2,6222
415,2023,8,3,5554
416,2023,8,4,4402
417,2023,8,5,1724
418,2023,8,6,876
419,2023,8,7,2257
420,2023,8,8,4065
421,2023,8,9,1539
422,2023,8,10,5350
423,2023,8,11,920
424,2023,8,12,1336
425,2023,8,13,1650
426,2023,8,14,3582
427,2023,8,15,856
428,2023,8,16,32604
429,2023,8,17,4288
430,2023,8,18,3806
431,2023,8,19,3017
432,2023,8,20,3553
433,2023,8,21,4489
434,2023,8,22,1205
435,2023,8,23,831
436,2023,8,24,2064
437,2023,8,25,2739
438,2023,8,26,2210
439,2023,8,27,2352
440,2023,8,28,2451
441,2023,8,29,3762
442,2023,8,30,3944
443,2023,8,31,4006
444,2023,8,32,10297
445,2023,8,33,11819
446,2023,8,34,9050
447,2023,8,35,6697
448,2023,8,36,8881
449,2023,8,37,4471
450,2023,8,38,2249
451,2023,8,39,4956
452,2023,8,40,9976
453,2023,8,41,3951
454,2023,8,42,3399
455,2023,8,43,6259
456,2023,8,44,5598
457,2023,8,45,1666
458,2023,8,46,2084
459,2023,8,47,5995
460,2023,8,48,2358
461,2023,8,49,1542
462,2023,8,50,23485
463,2023,8,51,10296
464,2023,8,52,6104
465,2023,8,53,7720
466,2023,8,54,7935
467,2023,8,55,5498
468,2023,8,56,12330
469,2023,8,57,1893
470,2023,8,58,2235
471,2023,8,59,1239
472,2023,8,60,10411
473,2023,8,61,7921
474,2023,8,62,3520
475,2023,8,63,2497
476,2023,8,64,5691
477,2023,8,65,3206
478,2023,8,66,974
479,2023,8,67,1670
480,2023,8,68,1972
481,2023,8,69,1089
482,2023,8,70,1145
483,2023,8,71,1159
484,2023,8,72,1363
485,2023,8,73,2486
486,2023,8,74,3020
487,2023,8,75,2770
488,2023,8,76,2708
489,2023,8,77,3302
490,2023,8,78,1207
491,2023,8,79,861
492,2023,8,80,1371
493,2023,8,81,673
494,2023,8,82,3119
495,2023,8,83,2716
496,2023,8,84,1137
497,2023,8,85,1828
498,2023,8,86,17424
499,2023,8,87,22251
500,2023,8,88,17326
501,2023,8,89,18140
502,2023,8,90,25616
503,2023,8,91,11240
504,2023,8,92,5459
505,2023,8,93,16926
506,2023,8,94,22822
507,2023,8,95,20806
508,2023,8,96,2500
509,2023,8,97,1441
510,2023,8,98,8127
511,2023,8,99,5885
512,2023,8,100,8000
513,2023,8,101,1129
514,2023,8,102,892
515,2023,8,103,674
516,2023,8,104,681
517,2023,8,105,907
518,2023,8,106,705
519,2023,8,107,683
520,2023,8,108,740
521,2023,8,109,2831
522,2023,8,110,1281
523,2023,8,111,740
524,2023,8,112,1910
525,2023,8,113,6003
526,2023,8,114,596
527,2023,8,115,4864
528,2023,9,1,6171
529,2023,9,2,4830
530,2023,9,3,3970
531,2023,9,4,8320
532,2023,9,5,2562
533,2023,9,6,1294
534,2023,9,7,3827
535,2023,9,8,3619
536,2023,9,9,1269
537,2023,9,10,4820
538,2023,9,11,908
539,2023,9,12,1374
540,2023,9,13,1630
541,2023,9,14,2998
542,2023,9,15,828
543,2023,9,16,30568
544,2023,9,17,4552
545,2023,9,18,3172
546,2023,9,19,3441
547,2023,9,20,3089
548,2023,9,21,4327
549,2023,9,22,1061
550,2023,9,23,739
551,2023,9,24,2450
552,2023,9,25,3079
553,2023,9,26,2130
554,2023,9,27,2530
555,2023,9,28,2567
556,2023,9,29,5474
557,2023,9,30,3384
558,2023,9,31,6324
559,2023,9,32,14937
560,2023,9,33,10561
561,2023,9,34,14010
562,2023,9,35,9529
563,2023,9,36,7531
564,2023,9,37,3653
565,2023,9,38,1961
566,2023,9,39,4256
567,2023,9,40,7570
568,2023,9,41,3559
569,2023,9,42,3551
570,2023,9,43,6445
571,2023,9,44,5464
572,2023,9,45,1762
573,2023,9,46,2212
574,2023,9,47,6321
575,2023,9,48,2256
576,2023,9,49,1434
577,2023,9,50,29783
578,2023,9,51,10580
579,2023,9,52,6218
580,2023,9,53,7644
581,2023,9,54,7805
582,2023,9,55,5784
583,2023,9,56,12054
584,2023,9,57,1745
585,2023,9,58,2485
586,2023,9,59,1429
587,2023,9,60,9529
588,2023,9,61,8217
589,2023,9,62,3814
590,2023,9,63,2635
591,2023,9,64,5759
592,2023,9,65,3014
593,2023,9,66,948
594,2023,9,67,1492
595,2023,9,68,1836
596,2023,9,69,1141
597,2023,9,70,1251
598,2023,9,71,1135
599,2023,9,72,1531
600,2023,9,73,2646
601,2023,9,74,3278
602,2023,9,75,2776
603,2023,9,76,3570
604,2023,9,77,2820
605,2023,9,78,1225
606,2023,9,79,845
607,2023,9,80,1199
608,2023,9,81,823
609,2023,9,82,3233
610,2023,9,83,2740
611,2023,9,84,1211
612,2023,9,85,1866
613,2023,9,86,15840
614,2023,9,87,21035
615,2023,9,88,16672
616,2023,9,89,16710
617,2023,9,90,23920
618,2023,9,91,10850
619,2023,9,92,5337
620,2023,9,93,16030
621,2023,9,94,21528
622,2023,9,95,19716
623,2023,9,96,2440
624,2023,9,97,1593
625,2023,9,98,7799
626,2023,9,99,5585
627,2023,9,100,6928
628,2023,9,101,1215
629,2023,9,102,892
630,2023,9,103,572
631,2023,9,104,635
632,2023,9,105,973
633,2023,9,106,759
634,2023,9,107,647
635,2023,9,108,700
636,2023,9,109,2421
637,2023,9,110,895
638,2023,9,111,644
639,2023,9,112,1552
640,2023,9,113,5473
641,2023,9,114,546
642,2023,9,115,4440
643,2023,10,1,4937
644,2023,10,2,6812
645,2023,10,3,4416
646,2023,10,4,6244
647,2023,10,5,1882
648,2023,10,6,1142
649,2023,10,7,3191
650,2023,10,8,2427
651,2023,10,9,2493
652,2023,10,10,3744
653,2023,10,11,730
654,2023,10,12,1204
655,2023,10,13,1338
656,2023,10,14,2732
657,2023,10,15,720
658,2023,10,16,27282
659,2023,10,17,3554
660,2023,10,18,2738
661,2023,10,19,2931
662,2023,10,20,2399
663,2023,10,21,3593
664,2023,10,22,735
665,2023,10,23,963
666,2023,10,24,1746
667,2023,10,25,2661
668,2023,10,26,1938
669,2023,10,27,2320
670,2023,10,28,1857
671,2023,10,29,4398
672,2023,10,30,2702
673,2023,10,31,4928
674,2023,10,32,11443
675,2023,10,33,7481
676,2023,10,34,11312
677,2023,10,35,8279
678,2023,10,36,10319
679,2023,10,37,4173
680,2023,10,38,2149
681,2023,10,39,5332
682,2023,10,40,10796
683,2023,10,41,2965
684,2023,10,42,3109
685,2023,10,43,5879
686,2023,10,44,4744
687,2023,10,45,1740
688,2023,10,46,2146
689,2023,10,47,6011
690,2023,10,48,1960
691,2023,10,49,1206
692,2023,10,50,26861
693,2023,10,51,9596
694,2023,10,52,5320
695,2023,10,53,6872
696,2023,10,54,7305
697,2023,10,55,4762
698,2023,10,56,11094
699,2023,10,57,1299
700,2023,10,58,1885
701,2023,10,59,841
702,2023,10,60,10455
703,2023,10,61,7661
704,2023,10,62,2776
705,2023,10,63,2185
706,2023,10,64,3971
707,2023,10,65,2398
708,2023,10,66,744
709,2023,10,67,560
710,2023,10,68,1472
711,2023,10,69,1035
712,2023,10,70,1089
713,2023,10,71,1147
714,2023,10,72,1211
715,2023,10,73,1694
716,2023,10,74,1784
717,2023,10,75,2130
718,2023,10,76,3362
719,2023,10,77,2230
720,2023,10,78,511
721,2023,10,79,381
722,2023,10,80,941
723,2023,10,81,555
724,2023,10,82,2395
725,2023,10,83,2022
726,2023,10,84,759
727,2023,10,85,1384
728,2023,10,86,12006
729,2023,10,87,20079
730,2023,10,88,15920
731,2023,10,89,15900
732,2023,10,90,22594
733,2023,10,91,10556
734,2023,10,92,5165
735,2023,10,93,15602
736,2023,10,94,20258
737,2023,10,95,18032
738,2023,10,96,2382
739,2023,10,97,1529
740,2023,10,98,7747
741,2023,10,99,5343
742,2023,10,100,5728
743,2023,10,101,993
744,2023,10,102,774
745,2023,10,103,404
746,2023,10,104,559
747,2023,10,105,793
748,2023,10,106,621
749,2023,10,107,527
750,2023,10,108,600
751,2023,10,109,1701
752,2023,10,110,945
753,2023,10,111,628
754,2023,10,112,308
755,2023,10,113,4417
756,2023,10,114,384
757,2023,10,115,3062
758,2023,11,1,6935
759,2023,11,2,5114
760,2023,11,3,3862
761,2023,11,4,5336
762,2023,11,5,1528
763,2023,11,6,1042
764,2023,11,7,3015
765,2023,11,8,2157
766,2023,11,9,2179
767,2023,11,10,3268
768,2023,11,11,784
769,2023,11,12,1222
770,2023,11,13,1790
771,2023,11,14,2872
772,2023,11,15,960
773,2023,11,16,26424
774,2023,11,17,3854
775,2023,11,18,2986
776,2023,11,19,3557
777,2023,11,20,2237
778,2023,11,21,3171
779,2023,11,22,675
780,2023,11,23,853
781,2023,11,24,2300
782,2023,11,25,3031
783,2023,11,26,2202
784,2023,11,27,2584
785,2023,11,28,2321
786,2023,11,29,4038
787,2023,11,30,2530
788,2023,11,31,4608
789,2023,11,32,9781
790,2023,11,33,14309
791,2023,11,34,10490
792,2023,11,35,7441
793,2023,11,36,9861
794,2023,11,37,4053
795,2023,11,38,2067
796,2023,11,39,4974
797,2023,11,40,9262
798,2023,11,41,2673
799,2023,11,42,3263
800,2023,11,43,6177
801,2023,11,44,5092
802,2023,11,45,1920
803,2023,11,46,2348
804,2023,11,47,6501
805,2023,11,48,2032
806,2023,11,49,1120
807,2023,11,50,26315
808,2023,11,51,10322
809,2023,11,52,5470
810,2023,11,53,7134
811,2023,11,54,7777
812,2023,11,55,5600
813,2023,11,56,10918
814,2023,11,57,1785
815,2023,11,58,2363
816,2023,11,59,1137
817,2023,11,60,9925
818,2023,11,61,8369
819,2023,11,62,3442
820,2023,11,63,2657
821,2023,11,64,4763
822,2023,11,65,2740
823,2023,11,66,860
824,2023,11,67,776
825,2023,11,68,1988
826,2023,11,69,1131
827,2023,11,70,1263
828,2023,11,71,1447
829,2023,11,72,1483
830,2023,11,73,2564
831,2023,11,74,2434
832,2023,11,75,2834
833,2023,11,76,4868
834,2023,11,77,2724
835,2023,11,78,733
836,2023,11,79,401
837,2023,11,80,1261
838,2023,11,81,753
839,2023,11,82,2709
840,2023,11,83,2278
841,2023,11,84,951
842,2023,11,85,1642
843,2023,11,86,11576
844,2023,11,87,19731
845,2023,11,88,15738
846,2023,11,89,15686
847,2023,11,90,22238
848,2023,11,91,10372
849,2023,11,92,5095
850,2023,11,93,15378
851,2023,11,94,20064
852,2023,11,95,17698
853,2023,11,96,2332
854,2023,11,97,1457
855,2023,11,98,7677
856,2023,11,99,5171
857,2023,11,100,5498
858,2023,11,101,1075
859,2023,11,102,850
860,2023,11,103,382
861,2023,11,104,511
862,2023,11,105,891
863,2023,11,106,711
864,2023,11,107,453
865,2023,11,108,550
866,2023,11,109,1429
867,2023,11,110,751
868,2023,11,111,540
869,2023,11,112,7150
870,2023,11,113,4141
871,2023,11,114,290
872,2023,11,115,2726
873,2023,12,1,6729
874,2023,12,2,4528
875,2023,12,3,5082
876,2023,12,4,9796
877,2023,12,5,2542
878,2023,12,6,982
879,2023,12,7,2805
880,2023,12,8,1945
881,2023,12,9,2117
882,2023,12,10,2974
883,2023,12,11,766
884,2023,12,12,1382
885,2023,12,13,1810
886,2023,12,14,2744
887,2023,12,15,1108
888,2023,12,16,24900
889,2023,12,17,3870
890,2023,12,18,3246
891,2023,12,19,3857
892,2023,12,20,1839
893,2023,12,21,3019
894,2023,12,22,613
895,2023,12,23,745
896,2023,12,24,2852
897,2023,12,25,3503
898,2023,12,26,2428
899,2023,12,27,2550
900,2023,12,28,2929
901,2023,12,29,6398
902,2023,12,30,4156
903,2023,12,31,7324
904,2023,12,32,14235
905,2023,12,33,13923
906,2023,12,34,16676
907,2023,12,35,10679
908,2023,12,36,9621
909,2023,12,37,3703
910,2023,12,38,1809
911,2023,12,39,4748
912,2023,12,40,8384
913,2023,12,41,2457
914,2023,12,42,3425
915,2023,12,43,6357
916,2023,12,44,5404
917,2023,12,45,2080
918,2023,12,46,2494
919,2023,12,47,6631
920,2023,12,48,2174
921,2023,12,49,1664
922,2023,12,50,34051
923,2023,12,51,10868
924,2023,12,52,5646
925,2023,12,53,7378
926,2023,12,54,8337
927,2023,12,55,6390
928,2023,12,56,10332
929,2023,12,57,2251
930,2023,12,58,2717
931,2023,12,59,1343
932,2023,12,60,11749
933,2023,12,61,8829
934,2023,12,62,4202
935,2023,12,63,3049
936,2023,12,64,6003
937,2023,12,65,2948
938,2023,12,66,932
939,2023,12,67,1124
940,2023,12,68,2218
941,2023,12,69,1267
942,2023,12,70,1451
943,2023,12,71,1765
944,2023,12,72,1771
945,2023,12,73,3542
946,2023,12,74,3292
947,2023,12,75,3586
948,2023,12,76,6540
949,2023,12,77,3072
950,2023,12,78,889
951,2023,12,79,547
952,2023,12,80,1327
953,2023,12,81,939
954,2023,12,82,3069
955,2023,12,83,2362
956,2023,12,84,1195
957,2023,12,85,1624
958,2023,12,86,11284
959,2023,12,87,19731
960,2023,12,88,15362
961,2023,12,89,15364
962,2023,12,90,21124
963,2023,12,91,10098
964,2023,12,92,4967
965,2023,12,93,14606
966,2023,12,94,19716
967,2023,12,95,17402
968,2023,12,96,2312
969,2023,12,97,1421
970,2023,12,98,7605
971,2023,12,99,5043
972,2023,12,100,5078
973,2023,12,101,1221
974,2023,12,102,1010
975,2023,12,103,350
976,2023,12,104,497
977,2023,12,105,957
978,2023,12,106,887
979,2023,12,107,409
980,2023,12,108,500
981,2023,12,109,1161
982,2023,12,110,1343
983,2023,12,111,736
984,2023,12,112,6764
985,2023,12,113,3839
986,2023,12,114,246
987,2023,12,115,2462
988,2024,1,1,6985
989,2024,1,2,7862
990,2024,1,3,4628
991,2024,1,4,9386
992,2024,1,5,2232
993,2024,1,6,904
994,2024,1,7,2627
995,2024,1,8,1383
996,2024,1,9,1885
997,2024,1,10,6984
998,2024,1,11,820
999,2024,1,12,2108
1000,2024,1,13,1396
1001,2024,1,14,3110
1002,2024,1,15,1376
1003,2024,1,16,23060
1004,2024,1,17,4026
1005,2024,1,18,3392
1006,2024,1,19,4149
1007,2024,1,20,1473
1008,2024,1,21,2785
1009,2024,1,22,1507
1010,2024,1,23,1295
1011,2024,1,24,3460
1012,2024,1,25,3765
1013,2024,1,26,2778
1014,2024,1,27,2476
1015,2024,1,28,3265
1016,2024,1,29,6058
1017,2024,1,30,3836
1018,2024,1,31,6564
1019,2024,1,32,13275
1020,2024,1,33,12229
1021,2024,1,34,16302
1022,2024,1,35,9797
1023,2024,1,36,13055
1024,2024,1,37,5223
1025,2024,1,38,2865
1026,2024,1,39,6530
1027,2024,1,40,7228
1028,2024,1,41,5855
1029,2024,1,42,3669
1030,2024,1,43,6835
1031,2024,1,44,5636
1032,2024,1,45,2246
1033,2024,1,46,2716
1034,2024,1,47,7031
1035,2024,1,48,2336
1036,2024,1,49,1618
1037,2024,1,50,33327
1038,2024,1,51,11206
1039,2024,1,52,5970
1040,2024,1,53,7994
1041,2024,1,54,9329
1042,2024,1,55,7528
1043,2024,1,56,10000
1044,2024,1,57,2759
1045,2024,1,58,3067
1046,2024,1,59,1665
1047,2024,1,60,11647
1048,2024,1,61,9437
1049,2024,1,62,4664
1050,2024,1,63,3379
1051,2024,1,64,7267
1052,2024,1,65,3348
1053,2024,1,66,1094
1054,2024,1,67,1666
1055,2024,1,68,2308
1056,2024,1,69,1435
1057,2024,1,70,1699
1058,2024,1,71,1993
1059,2024,1,72,1891
1060,2024,1,73,4308
1061,2024,1,74,5180
1062,2024,1,75,3744
1063,2024,1,76,7014
1064,2024,1,77,3638
1065,2024,1,78,875
1066,2024,1,79,495
1067,2024,1,80,1639
1068,2024,1,81,1113
1069,2024,1,82,3267
1070,2024,1,83,2624
1071,2024,1,84,1255
1072,2024,1,85,1830
1073,2024,1,86,13722
1074,2024,1,87,20903
1075,2024,1,88,17910
1076,2024,1,89,15920
1077,2024,1,90,25500
1078,2024,1,91,12832
1079,2024,1,92,5581
1080,2024,1,93,17836
1081,2024,1,94,22164
1082,2024,1,95,16906
1083,2024,1,96,2210
1084,2024,1,97,1651
1085,2024,1,98,8255
1086,2024,1,99,6335
1087,2024,1,100,4824
1088,2024,1,101,1453
1089,2024,1,102,1152
1090,2024,1,103,302
1091,2024,1,104,445
1092,2024,1,105,1073
1093,2024,1,106,901
1094,2024,1,107,387
1095,2024,1,108,490
1096,2024,1,109,945
1097,2024,1,110,1171
1098,2024,1,111,698
1099,2024,1,112,6544
1100,2024,1,113,9053
1101,2024,1,114,1022
1102,2024,1,115,2296
1103,2024,2,1,6915
1104,2024,2,2,7272
1105,2024,2,3,6272
1106,2024,2,4,8724
1107,2024,2,5,2026
1108,2024,2,6,1686
1109,2024,2,7,2129
1110,2024,2,8,4731
1111,2024,2,9,1521
1112,2024,2,10,6516
1113,2024,2,11,1080
1114,2024,2,12,2028
1115,2024,2,13,1534
1116,2024,2,14,3422
1117,2024,2,15,1670
1118,2024,2,16,22488
1119,2024,2,17,4566
1120,2024,2,18,3798
1121,2024,2,19,4599
1122,2024,2,20,3721
1123,2024,2,21,5951
1124,2024,2,22,1471
1125,2024,2,23,1253
1126,2024,2,24,4106
1127,2024,2,25,4237
1128,2024,2,26,3162
1129,2024,2,27,2678
1130,2024,2,28,3943
1131,2024,2,29,5812
1132,2024,2,30,3594
1133,2024,2,31,6410
1134,2024,2,32,12457
1135,2024,2,33,19215
1136,2024,2,34,15566
1137,2024,2,35,9551
1138,2024,2,36,12559
1139,2024,2,37,5165
1140,2024,2,38,2435
1141,2024,2,39,6202
1142,2024,2,40,12810
1143,2024,2,41,5639
1144,2024,2,42,3737
1145,2024,2,43,7453
1146,2024,2,44,6110
1147,2024,2,45,2400
1148,2024,2,46,2892
1149,2024,2,47,7487
1150,2024,2,48,2460
1151,2024,2,49,1596
1152,2024,2,50,33013
1153,2024,2,51,11912
1154,2024,2,52,6278
1155,2024,2,53,8432
1156,2024,2,54,10351
1157,2024,2,55,8450
1158,2024,2,56,9916
1159,2024,2,57,3267
